,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Avg_Sentence_Length,Syllable_Count,Difficult_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Spelling_Mistakes_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Grammar_Error_Count,Semantic_Similarity,Total Score_Domain1,Total Score_Domain2
883,17,277,1248,3.61732852,16.29411765,303,17,42,29,11,9,3,47,11,16,0,11,1,0,0,0,0.190473229,3,3
884,35,676,3509,4.25295858,19.31428571,867,91,73,157,40,18,24,59,12,30,0,29,4,0,1,1,0.39595893,5,4
885,23,421,2000,3.817102138,18.30434783,472,53,59,66,28,12,17,50,13,19,0,16,4,0,0,0,0.33547613,3,3
886,28,417,2029,3.920863309,14.89285714,480,45,54,72,15,11,16,47,12,26,1,12,0,0,2,1,0.327759027,4,4
887,21,385,1786,3.748051948,18.33333333,426,35,42,58,17,6,11,55,6,18,0,12,3,0,0,1,0.257003486,4,4
888,12,266,1240,3.714285714,22.16666667,314,26,43,41,11,14,8,29,4,11,0,18,0,0,0,0,0.304962754,4,3
889,13,277,1343,3.924187726,21.30769231,335,37,30,52,20,11,11,28,3,10,0,22,2,0,0,0,0.364673465,3,4
890,21,452,2252,4.019911504,21.52380952,542,63,60,67,32,25,16,63,12,16,0,15,4,0,0,1,0.339913666,4,4
891,25,476,2341,4.039915966,19.04,563,59,70,82,23,7,11,42,8,25,0,30,0,0,0,8,0.299987495,3,4
892,16,331,1658,3.942598187,20.6875,387,49,45,60,14,14,5,52,5,15,0,8,0,0,0,6,0.242829233,3,3
893,25,451,2361,4.310421286,18.04,577,82,54,77,34,12,26,48,0,21,0,19,4,0,0,0,0.343011469,4,4
894,22,563,2678,3.586145648,25.59090909,617,53,86,87,32,23,29,82,11,15,6,9,0,0,0,4,0.26512894,4,2
895,37,995,5040,4.168844221,26.89189189,1158,156,102,157,60,36,62,106,13,32,0,24,6,0,2,1,0.343843043,5,4
896,16,274,1337,3.941605839,17.125,316,25,41,41,16,4,16,35,6,14,0,7,1,0,0,2,0.416807026,3,3
897,34,705,3759,4.388652482,20.73529412,924,129,95,138,48,19,32,65,5,32,0,42,1,0,0,0,0.403864294,5,4
898,26,594,3041,4.138047138,22.84615385,711,52,77,100,34,28,25,76,5,25,0,25,0,0,1,1,0.438797355,4,3
899,20,442,2153,3.92081448,22.1,500,49,45,77,32,21,6,31,8,19,0,17,1,0,4,0,0.34943372,4,4
900,23,391,1838,3.734015345,17,433,26,46,69,23,5,22,32,2,23,0,6,0,0,1,3,0.489735156,3,3
901,4,58,239,3.344827586,14.5,58,3,8,12,2,2,2,9,0,1,1,0,4,0,1,0,0.249083936,1,2
902,9,208,1048,3.995192308,23.11111111,242,24,26,41,6,7,10,23,3,8,0,4,1,0,0,1,0.591345549,3,4
903,32,391,1937,4.058823529,12.21875,467,69,39,65,31,6,19,48,3,22,0,12,9,0,0,1,0.197338045,5,4
904,8,169,761,3.573964497,21.125,191,12,32,22,9,4,12,26,2,7,0,6,0,0,0,2,0.300633371,3,3
905,4,54,261,3.962962963,13.5,64,4,8,11,2,4,0,9,1,3,0,2,0,0,0,0,0.172797009,1,1
906,10,403,1849,3.565756824,40.3,451,27,52,58,19,21,12,67,13,9,0,10,0,0,1,5,0.446226716,3,3
907,16,394,1921,3.944162437,24.625,466,45,45,66,25,9,22,35,5,15,0,18,0,0,1,0,0.424298257,3,4
908,20,440,2037,3.734090909,22,494,50,51,72,23,14,13,54,5,20,0,23,0,0,0,2,0.236923665,3,3
909,19,294,1436,3.93877551,15.47368421,345,38,43,71,15,9,4,24,4,18,0,16,0,0,0,1,0.420431554,4,4
910,27,482,2387,4.018672199,17.85185185,555,68,57,94,28,13,15,31,5,25,0,25,2,0,1,1,0.388192475,5,4
911,32,525,2591,3.986666667,16.40625,632,64,86,69,29,12,9,79,3,26,0,6,5,0,0,0,0.271506101,4,4
912,17,449,2308,4.158129176,26.41176471,586,56,67,87,27,13,21,54,7,15,0,12,1,0,0,4,0.414037824,3,4
913,7,277,1390,4.115523466,39.57142857,321,34,41,49,11,8,6,39,5,5,0,21,3,0,1,1,0.334975958,3,3
914,22,390,1944,4.084615385,17.72727273,470,51,49,74,20,17,18,47,2,20,0,13,2,0,0,1,0.300155103,3,4
915,34,574,2714,3.860627178,16.88235294,662,93,74,83,42,23,36,75,13,30,0,43,4,0,0,0,0.255881459,4,4
916,29,449,2214,4.006681514,15.48275862,509,56,50,81,29,11,15,47,10,27,0,18,2,0,2,4,0.26400435,3,3
917,17,329,1500,3.653495441,19.35294118,368,20,62,44,11,12,15,63,20,17,0,7,0,0,0,3,0.290869564,4,3
918,33,632,3064,3.901898734,19.15151515,727,60,81,106,38,36,40,84,10,29,1,31,3,0,0,1,0.385224253,4,4
919,17,342,1665,3.733918129,20.11764706,397,30,37,61,17,6,11,39,1,15,0,3,1,0,1,0,0.284229845,4,4
920,21,479,2352,3.997912317,22.80952381,558,59,66,85,25,26,32,47,9,21,0,25,0,0,0,0,0.409114301,3,4
921,21,474,2306,3.917721519,22.57142857,538,38,63,84,27,19,18,61,3,18,2,18,1,0,0,2,0.378685206,4,3
922,16,395,1863,3.817721519,24.6875,434,38,64,70,22,19,11,81,7,15,0,21,1,0,4,0,0.260195225,3,3
923,14,374,1880,4.122994652,26.71428571,474,63,33,70,30,16,25,38,9,11,2,26,1,0,0,2,0.414416105,3,3
924,25,555,2778,4.081081081,22.2,609,47,61,104,40,30,22,53,6,24,0,27,1,0,1,0,0.404270142,4,4
925,4,59,288,4.101694915,14.75,69,11,10,9,4,1,0,7,0,1,0,6,2,0,0,1,0.523894012,2,2
926,25,505,2444,3.948514851,20.2,560,63,70,85,27,13,17,67,8,21,0,28,3,0,0,2,0.281625897,4,4
927,13,344,1675,3.831395349,26.46153846,381,40,53,49,23,15,12,54,6,12,0,12,0,0,0,4,0.222923294,3,3
928,25,703,3658,4.300142248,28.12,912,71,98,140,44,17,22,58,10,22,0,38,3,0,1,1,0.463465363,4,4
929,19,356,1854,4.261235955,18.73684211,444,63,42,73,27,10,14,33,9,15,0,9,3,0,0,1,0.302029818,4,4
930,31,692,3360,3.949421965,22.32258065,785,59,93,119,38,19,29,77,6,27,0,27,4,1,0,1,0.435477644,5,4
931,24,507,2486,3.968441815,21.125,607,42,82,69,15,13,20,98,3,23,0,31,1,0,0,0,0.6100353,4,4
932,10,386,1874,3.875647668,38.6,441,40,55,72,18,19,20,40,19,8,0,6,1,0,0,5,0.399425864,3,2
933,41,530,2494,3.666037736,12.92682927,580,44,79,86,22,5,13,83,16,40,0,2,0,0,0,8,0.368854016,3,2
934,18,393,1952,4.076335878,21.83333333,454,39,60,57,33,6,20,42,8,18,0,21,0,0,0,0,0.325343639,3,3
935,13,317,1612,4.1829653,24.38461538,374,38,51,56,14,17,26,41,8,12,0,9,0,0,1,2,0.319607675,3,3
936,13,344,1713,4.069767442,26.46153846,390,40,52,54,16,11,18,41,6,12,0,11,0,0,2,1,0.42709586,3,3
937,26,446,2203,4.002242152,17.15384615,533,52,60,90,24,9,18,45,4,25,0,21,0,0,0,1,0.290562034,3,4
938,21,395,1916,3.903797468,18.80952381,434,34,59,64,14,6,21,52,7,19,0,13,1,0,1,0,0.437815845,4,4
939,15,406,1857,3.689655172,27.06666667,458,37,55,61,31,22,18,56,6,13,0,31,2,0,2,0,0.464835674,3,3
940,34,597,2945,4.043551089,17.55882353,681,83,81,106,23,15,24,59,2,29,0,30,5,0,0,0,0.312107354,4,4
941,36,587,2917,4.057921635,16.30555556,681,66,83,101,34,24,21,58,2,32,0,12,3,0,2,0,0.355891854,4,4
942,23,650,3213,4.055384615,28.26086957,772,84,69,107,56,24,35,47,3,22,0,49,1,0,1,4,0.334315568,4,4
943,29,500,2337,3.738,17.24137931,545,62,75,78,30,25,21,63,7,22,0,21,6,0,0,1,0.186725333,3,3
944,26,521,2626,4.119001919,20.03846154,616,48,87,79,30,18,17,89,29,24,0,13,1,0,1,3,0.366556019,3,3
945,33,482,2390,4.012448133,14.60606061,576,66,56,104,27,16,15,51,7,27,1,6,4,0,1,2,0.330377162,4,4
946,31,545,2636,3.91559633,17.58064516,636,60,70,92,44,18,23,74,8,30,0,16,1,0,0,5,0.354684293,3,4
947,39,667,3071,3.689655172,17.1025641,701,56,112,91,22,21,18,105,7,35,0,29,4,0,0,0,0.290512562,5,4
948,22,474,2222,3.710970464,21.54545455,497,25,68,79,18,12,23,72,6,21,0,3,0,0,0,4,0.269955069,3,3
949,19,365,1766,3.915068493,19.21052632,416,48,40,72,19,13,17,40,6,15,1,24,3,0,0,2,0.280924737,3,3
950,18,369,1730,3.742547425,20.5,384,21,59,50,5,20,14,61,6,14,0,15,3,0,0,2,0.447938919,3,3
951,14,339,1615,3.784660767,24.21428571,386,31,59,50,14,11,16,55,9,11,0,2,2,0,0,2,0.494365573,3,3
952,33,532,2612,3.981203008,16.12121212,655,80,63,84,37,19,28,59,6,29,0,16,3,0,0,0,0.295036972,3,3
953,20,413,2179,4.343825666,20.65,518,49,59,89,25,16,24,28,10,19,0,12,0,0,1,0,0.44679606,4,4
954,35,599,2959,4.043405676,17.11428571,720,84,81,91,41,13,41,67,7,28,0,30,6,0,0,0,0.249733329,4,4
955,11,391,1991,4.125319693,35.54545455,474,42,63,57,14,21,23,67,9,11,0,2,0,0,2,1,0.489251137,3,2
956,29,464,2295,4.006465517,16,515,60,57,83,27,18,22,39,11,24,0,22,5,0,0,1,0.21406348,4,3
957,9,406,2085,4.088669951,45.11111111,473,34,62,70,21,17,9,42,13,8,0,18,0,0,2,2,0.57242763,3,3
958,11,400,1877,3.7175,36.36363636,417,22,43,81,24,10,14,24,19,11,0,9,0,0,4,2,0.586142361,3,3
959,27,583,2768,3.876500858,21.59259259,649,70,75,83,30,17,26,75,7,21,0,35,6,0,0,3,0.298942059,5,4
960,12,432,2106,3.905092593,36,487,38,60,80,23,21,31,53,8,11,0,9,0,0,0,1,0.388641804,3,3
961,23,467,2334,4.029978587,20.30434783,589,54,63,78,27,14,20,63,20,20,0,7,2,0,0,0,0.375655055,4,3
962,16,395,1881,3.835443038,24.6875,476,45,61,53,18,18,24,52,7,14,0,20,1,0,0,1,0.271118015,4,4
963,15,283,1361,3.844522968,18.86666667,323,30,39,56,18,13,16,34,4,15,0,12,0,0,0,2,0.420279741,2,2
964,30,580,2596,3.544827586,19.33333333,562,28,87,45,18,16,55,110,12,26,5,7,0,0,0,3,0.303363025,3,2
965,22,487,2290,3.728952772,22.13636364,555,34,86,58,28,22,27,87,7,19,0,4,2,0,0,1,0.238625914,4,3
966,19,468,2266,3.925213675,24.63157895,533,52,72,70,28,19,22,64,5,17,0,25,2,0,1,2,0.340843409,4,4
967,18,412,2036,4.019417476,22.88888889,466,46,55,64,19,17,22,64,3,17,0,19,1,0,2,3,0.37827605,3,3
968,13,341,1699,4.058651026,26.23076923,403,48,56,58,15,14,9,43,4,12,0,20,0,0,0,3,0.358825356,4,3
969,21,532,2332,3.419172932,25.33333333,535,23,85,79,13,18,35,97,15,21,0,7,0,0,1,2,0.337488174,3,2
970,21,290,1408,3.972413793,13.80952381,340,26,29,74,22,8,6,26,5,20,0,18,0,0,0,2,0.316705883,3,3
971,19,517,2545,4.003868472,27.21052632,618,59,68,94,21,11,20,65,2,18,0,32,1,0,1,1,0.296787858,4,4
972,13,307,1468,3.876221498,23.61538462,341,35,43,51,16,10,20,38,6,10,0,20,2,0,3,2,0.231581286,3,3
973,49,931,4848,4.296455424,19,1165,116,117,190,51,31,34,69,3,46,0,23,3,0,1,1,0.435430795,5,4
974,13,201,899,3.577114428,15.46153846,207,18,28,30,5,5,7,33,10,10,0,8,2,0,1,0,0.277504683,2,2
975,22,493,2383,3.888438134,22.40909091,580,57,71,97,27,24,16,61,15,21,0,22,0,0,2,4,0.379060298,4,4
976,29,520,2364,3.688461538,17.93103448,533,53,80,63,20,12,24,74,6,25,0,27,4,0,0,1,0.307534546,4,4
977,32,502,2451,3.894422311,15.6875,579,46,77,66,29,16,26,80,8,32,0,5,0,0,0,3,0.25350225,4,3
978,39,684,3447,4.121345029,17.53846154,863,87,88,134,45,27,38,53,19,39,0,21,0,0,3,0,0.397936732,4,3
979,14,223,1073,3.883408072,15.92857143,255,31,33,42,14,10,9,28,3,12,1,10,1,0,0,2,0.254670918,2,3
980,24,510,2408,3.796078431,21.25,539,35,69,100,21,17,7,66,21,24,0,17,0,0,0,4,0.340073496,3,3
981,31,601,2906,3.893510815,19.38709677,657,34,79,109,44,20,35,65,10,31,0,25,0,0,3,8,0.373309642,3,3
982,19,416,1909,3.685096154,21.89473684,459,38,58,71,21,18,16,56,9,16,0,21,2,0,2,1,0.269943595,4,4
983,33,716,3396,3.910614525,21.6969697,800,91,103,87,49,18,32,77,15,29,0,50,4,0,1,0,0.397114009,4,4
984,44,687,3289,3.922852984,15.61363636,779,95,83,99,44,25,32,78,7,29,5,44,10,0,0,0,0.314644724,4,4
985,23,445,2345,4.280898876,19.34782609,571,65,66,82,26,19,16,51,13,22,0,6,1,0,0,2,0.289352894,4,4
986,12,270,1433,4.333333333,22.5,336,51,26,56,25,14,9,25,8,8,0,11,3,0,3,1,0.242700905,3,2
987,32,753,3696,3.962815405,23.53125,837,97,88,121,43,24,31,82,4,31,0,29,1,0,0,2,0.327167898,4,4
988,9,213,962,3.563380282,23.66666667,242,18,37,36,13,12,9,43,8,8,0,4,0,0,1,1,0.185663164,3,2
989,13,298,1435,3.869127517,22.92307692,348,26,45,46,18,17,12,47,1,10,0,18,3,0,0,3,0.405272156,3,4
990,20,443,2265,3.891647856,22.15,508,40,64,69,22,26,29,62,13,19,0,0,1,0,5,2,0.260831088,3,3
991,30,518,2399,3.723938224,17.26666667,528,48,71,90,20,24,10,44,6,25,1,9,3,0,2,6,0.333992362,3,2
992,35,711,3447,3.949367089,20.31428571,825,79,92,136,47,31,25,60,18,33,0,28,1,0,1,1,0.324358255,4,4
993,14,240,1221,4.15,17.14285714,296,43,32,39,13,12,14,31,1,13,0,16,1,0,0,0,0.232586935,3,3
994,17,234,1171,4.072649573,13.76470588,268,22,25,52,15,13,6,19,0,15,0,8,1,0,0,1,0.41111052,4,4
995,9,192,914,3.760416667,21.33333333,228,20,27,25,9,6,7,34,3,6,0,2,2,0,2,0,0.357795119,3,3
996,4,56,906,15.28571429,14,68,11,7,12,3,0,1,4,3,2,1,1,0,0,0,0,0.140912667,2,2
997,22,405,2056,4.091358025,18.40909091,501,51,57,74,23,20,16,40,11,21,0,3,0,0,1,0,0.37785697,4,4
998,23,366,1714,3.715846995,15.91304348,424,29,45,47,22,11,16,65,0,19,0,5,4,0,0,0,0.339138627,4,4
999,29,576,2743,3.871527778,19.86206897,684,65,99,77,22,14,35,92,21,27,0,25,1,0,1,0,0.322732747,4,4
1000,28,536,2702,4.141791045,19.14285714,669,101,55,121,40,22,18,43,9,26,0,15,2,0,1,0,0.305794358,4,4
1001,19,265,1282,3.898113208,13.94736842,291,31,35,58,9,7,6,20,1,18,0,3,1,0,0,0,0.441870958,3,3
1002,16,254,1296,4.098425197,15.875,275,17,41,52,13,11,10,38,5,15,0,0,0,0,0,0,0.405921668,3,3
1003,31,713,3688,4.225806452,23,920,96,92,115,52,34,32,76,11,29,0,21,1,0,2,0,0.356095701,4,4
1004,10,516,2657,4.197674419,51.6,636,59,61,89,40,30,31,48,12,9,0,20,1,0,2,0,0.462909639,4,4
1005,37,723,3594,4.085753804,19.54054054,833,100,79,127,38,17,21,54,7,34,0,28,3,0,2,1,0.430137426,5,4
1006,31,560,2801,4.058928571,18.06451613,686,59,93,95,34,18,30,65,20,28,1,9,2,0,1,3,0.324863523,4,4
1007,13,248,1152,3.689516129,19.07692308,259,22,28,40,9,3,9,32,8,12,0,10,0,0,0,6,0.210806474,3,3
1008,45,701,3533,4.119828816,15.57777778,841,95,86,165,52,28,25,58,9,40,0,31,5,0,0,1,0.327855647,3,4
1009,5,252,1270,4.095238095,50.4,300,20,35,45,9,14,7,33,5,4,0,6,0,0,0,3,0.620697916,3,3
1010,23,431,2123,4.032482599,18.73913043,513,43,54,66,35,18,18,58,8,20,0,24,2,0,0,1,0.351493001,4,4
1011,17,355,1737,3.971830986,20.88235294,400,47,46,66,19,11,11,38,3,17,0,11,0,0,2,1,0.296150386,4,4
1012,26,521,2442,3.792706334,20.03846154,603,59,52,79,31,15,19,62,7,25,0,34,1,0,1,0,0.343179852,4,4
1013,19,499,2389,3.805611222,26.26315789,558,50,66,79,31,25,25,73,8,18,0,5,0,0,1,1,0.367052794,4,2
1014,25,529,2595,3.988657845,21.16,616,67,70,123,32,40,9,40,7,24,0,29,1,0,0,2,0.412780851,4,4
1015,16,239,1162,3.937238494,14.9375,279,27,44,26,8,5,10,45,13,16,0,0,0,0,1,0,0.278728098,3,3
1016,25,551,2802,4.132486388,22.04,699,67,71,104,38,21,13,65,4,24,0,12,0,0,0,0,0.372380406,4,4
1017,14,336,1690,4.095238095,24,424,34,51,51,21,13,19,46,3,10,0,20,3,0,0,1,0.369078666,3,4
1018,29,522,2566,3.996168582,18,599,54,61,91,33,23,15,51,17,27,0,26,2,0,2,2,0.355588824,4,4
1019,7,239,1223,4.267782427,34.14285714,289,45,32,32,23,11,8,18,2,7,0,8,0,0,2,0,0.376842976,3,3
1020,16,350,1726,3.98,21.875,416,44,48,57,33,16,10,39,7,16,0,12,0,0,0,0,0.347228974,4,4
1021,21,513,2631,4.179337232,24.42857143,652,94,64,94,24,19,24,52,11,21,0,22,0,0,0,2,0.332176507,4,3
1022,13,324,1485,3.608024691,24.92307692,349,16,59,45,30,8,14,47,4,12,0,4,0,0,2,0,0.452397555,2,3
1023,16,462,2249,3.865800866,28.875,544,48,64,76,21,19,18,66,7,14,0,7,1,0,0,1,0.413532913,4,4
1024,11,436,2059,3.766055046,39.63636364,486,33,68,55,15,24,17,75,9,9,0,12,1,0,0,3,0.303284317,3,2
1025,27,405,1998,4.027160494,15,484,49,47,93,20,10,13,34,9,24,0,14,2,0,0,0,0.259924114,4,3
1026,6,129,681,3.759689922,21.5,135,17,15,25,3,4,1,18,5,5,0,4,0,1,0,0,0.136680692,2,2
1027,23,523,2478,3.810707457,22.73913043,587,54,85,73,23,9,29,73,6,22,0,22,1,0,0,2,0.264937431,4,4
1028,16,294,1463,4.040816327,18.375,345,37,41,51,23,11,12,33,12,16,0,15,0,0,0,0,0.274992734,3,3
1029,25,433,1953,3.595842956,17.32,452,26,34,83,18,13,35,43,19,24,0,15,0,0,1,2,0.446732491,3,3
1030,1,52,280,4.461538462,52,61,5,10,11,0,1,3,7,0,1,0,1,0,0,0,0,0,2,2
1031,2,66,287,3.409090909,33,54,5,7,6,3,0,2,12,2,1,0,0,0,0,0,0,0.409034371,1,1
1032,41,595,3161,4.371428571,14.51219512,741,73,66,134,31,12,10,34,11,41,0,13,0,0,0,0,0.43325457,4,4
1033,10,314,1558,4.079617834,31.4,346,42,38,54,17,11,8,38,10,8,0,20,2,0,2,0,0.378880084,3,2
1034,12,305,1581,4.206557377,25.41666667,376,41,45,54,25,13,11,38,2,11,0,19,0,0,0,0,0.523357332,4,4
1035,14,372,1989,4.370967742,26.57142857,484,47,54,57,39,19,19,34,5,13,0,8,1,0,0,1,0.478204042,3,4
1036,26,580,2800,3.910344828,22.30769231,674,49,96,78,34,24,36,89,20,26,0,21,0,0,0,0,0.42671144,4,4
1037,39,754,3593,3.831564987,19.33333333,861,60,111,124,42,35,34,111,9,38,0,24,0,0,1,11,0.331209183,4,3
1038,21,438,2230,4.130136986,20.85714286,552,60,50,92,29,11,17,43,7,21,0,12,0,0,0,1,0.258707583,4,4
1039,12,364,1800,4.019230769,30.33333333,422,34,49,58,22,17,29,47,7,10,0,16,1,0,0,2,0.30202806,3,2
1040,21,524,2575,4.030534351,24.95238095,602,75,65,95,16,25,20,45,6,19,1,32,0,0,0,1,0.383476794,4,4
1041,23,489,2498,4.153374233,21.26086957,590,56,55,99,29,31,19,55,12,20,1,10,1,0,1,1,0.297975838,3,3
1042,13,420,1962,3.7,32.30769231,484,36,57,74,20,23,19,61,6,12,0,13,0,0,0,1,0.560208261,3,3
1043,16,456,2164,3.839912281,28.5,532,28,66,58,27,14,16,72,14,14,0,26,2,0,0,0,0.570286214,4,4
1044,24,522,2804,4.46743295,21.75,705,67,54,101,45,26,22,49,1,22,0,41,1,0,0,1,0.460216403,4,4
1045,21,405,1945,3.834567901,19.28571429,468,42,53,63,27,10,20,60,6,19,0,4,1,0,0,1,0.336645663,4,4
1046,1,39,182,3.692307692,39,45,3,10,2,1,0,4,9,0,0,0,0,0,0,1,0,0,1,1
1047,34,519,2511,3.949903661,15.26470588,566,62,76,84,26,18,28,65,7,33,0,8,1,0,2,3,0.351843446,4,3
1048,39,758,3929,4.232189974,19.43589744,982,118,90,150,59,28,29,59,4,35,0,42,3,0,0,0,0.386525869,5,4
1049,22,268,1314,3.876865672,12.18181818,299,22,43,52,18,9,9,30,7,21,0,7,0,0,0,2,0.398484141,4,3
1050,19,541,2720,4.083179298,28.47368421,652,78,67,92,33,26,29,53,14,17,1,19,0,0,3,2,0.425193548,5,4
1051,34,506,2271,3.604743083,14.88235294,520,38,87,47,21,24,26,89,16,27,4,17,3,0,0,3,0.233447418,3,4
1052,23,379,1774,3.733509235,16.47826087,443,44,62,49,18,18,16,75,7,23,0,4,0,0,1,0,0.267915279,3,3
1053,10,220,1104,3.995454545,22,264,23,25,41,12,8,8,28,0,10,0,0,0,0,3,0,0.301159739,3,2
1054,16,387,1881,3.984496124,24.1875,442,53,55,61,20,10,15,45,9,13,0,23,1,0,0,1,0.317323297,3,3
1055,24,535,2677,4.069158879,22.29166667,632,76,73,91,28,15,26,65,4,24,0,32,0,0,0,0,0.30836013,5,4
1056,11,375,1805,3.837333333,34.09090909,415,41,54,72,22,19,13,51,9,11,0,8,0,0,3,2,0.418302476,3,3
1057,26,447,2344,4.14541387,17.19230769,565,58,57,89,17,8,21,51,7,23,0,23,2,0,0,0,0.290971011,3,4
1058,30,574,2503,3.461672474,19.13333333,565,39,87,76,21,29,28,80,5,28,0,13,1,0,2,2,0.300672174,4,3
1059,35,632,3020,3.912974684,18.05714286,681,71,70,100,41,23,23,83,11,32,0,31,3,1,7,1,0.356887788,3,3
1060,35,757,3625,3.898282695,21.62857143,829,70,74,143,50,30,34,75,11,32,0,34,3,0,1,1,0.330006748,4,4
1061,19,389,1943,4.048843188,20.47368421,451,40,44,86,29,15,15,35,8,19,0,16,0,0,2,1,0.398905158,4,4
1062,32,581,2960,4.148020654,18.15625,707,75,84,105,42,37,21,66,9,28,1,14,3,0,0,0,0.313244849,3,4
1063,30,540,2610,3.892592593,18,566,34,80,111,33,24,21,68,13,30,0,5,0,0,0,6,0.406155497,3,3
1064,23,365,1827,4.010958904,15.86956522,451,49,46,72,23,5,25,34,4,23,0,8,0,0,1,3,0.348228008,3,3
1065,11,382,1837,3.848167539,34.72727273,426,30,56,70,9,18,12,59,14,10,0,14,0,0,0,0,0.527957976,3,3
1066,35,733,3527,3.922237381,20.94285714,864,90,90,129,36,22,32,91,23,32,0,34,3,0,2,1,0.341445833,5,4
1067,18,359,1749,3.95264624,19.94444444,442,55,55,65,17,16,21,37,3,14,1,3,3,0,0,0,0.371617138,3,4
1068,46,824,4193,4.158980583,17.91304348,1069,108,102,164,71,14,32,85,0,44,0,31,2,0,0,0,0.378305405,4,4
1069,10,218,1161,4.385321101,21.8,296,36,33,41,14,11,11,25,3,9,0,5,1,0,0,1,0.386393189,3,3
1070,17,269,1360,4.085501859,15.82352941,326,35,35,47,16,7,7,32,6,17,0,4,0,0,0,1,0.494457066,3,3
1071,26,672,3211,3.875,25.84615385,722,63,81,109,28,33,42,64,12,26,0,24,0,0,0,1,0.391947329,4,3
1072,16,439,2074,3.74715262,27.4375,464,29,54,64,24,20,21,59,5,16,0,5,0,0,6,6,0.360610783,2,3
1073,25,450,2132,3.804444444,18,480,36,73,74,26,13,22,55,14,21,0,17,4,0,0,3,0.3476578,3,3
1074,20,520,2404,3.721153846,26,559,39,69,65,20,18,20,76,4,20,0,18,0,1,0,1,0.384969801,3,4
1075,21,368,1848,4.076086957,17.52380952,431,37,48,79,31,21,9,38,8,21,0,21,0,0,0,4,0.31437546,4,3
1076,16,281,1370,3.711743772,17.5625,303,30,36,40,14,10,15,40,6,14,0,10,1,0,0,0,0.254557997,3,3
1077,24,542,2769,4.182656827,22.58333333,693,77,60,110,42,18,20,44,3,21,0,24,3,0,0,0,0.378994405,4,4
1078,16,367,1729,3.782016349,22.9375,412,42,59,54,14,12,16,54,13,13,0,14,3,0,0,4,0.372972786,3,3
1079,30,619,3143,4.124394184,20.63333333,775,43,85,101,59,16,29,62,6,28,0,6,1,0,3,1,0.504722655,3,3
1080,30,409,2104,4.222493888,13.63333333,509,50,52,77,27,9,6,60,9,26,0,14,3,0,0,4,0.311565846,4,4
1081,23,430,2090,3.986046512,18.69565217,521,42,60,77,24,18,5,55,20,22,0,23,0,0,0,0,0.313654929,4,4
1082,28,782,3791,3.911764706,27.92857143,901,79,122,122,35,49,38,102,9,25,0,29,3,0,1,7,0.322312593,5,4
1083,31,591,3092,4.307952623,19.06451613,716,93,80,98,26,22,24,74,15,23,0,21,7,0,0,3,0.365839094,6,4
1084,28,527,2705,4.115749526,18.82142857,604,57,60,106,35,14,16,49,12,23,2,15,2,0,1,0,0.447020561,4,4
1085,25,477,2301,3.895178197,19.08,527,55,80,66,25,19,25,74,13,23,1,17,1,0,0,0,0.242809311,3,4
1086,20,296,1515,4.222972973,14.8,361,31,39,56,17,8,12,37,6,17,0,9,3,0,0,0,0.405394912,3,4
1087,15,281,1329,3.779359431,18.73333333,310,18,35,53,13,17,22,21,6,13,0,8,1,0,1,1,0.431700319,3,3
1088,23,445,2127,3.775280899,19.34782609,511,37,52,71,25,22,17,65,20,20,0,10,2,0,1,2,0.296769857,3,2
1089,24,452,2113,3.723451327,18.83333333,487,40,75,70,26,18,15,51,13,22,0,12,1,0,0,2,0.3621189,4,3
1090,19,381,1798,3.782152231,20.05263158,428,52,50,61,21,8,25,44,9,18,0,8,1,0,0,4,0.375244498,3,3
1091,25,488,2344,3.834016393,19.52,525,42,81,79,26,20,21,62,14,23,0,7,1,0,1,6,0.422540873,4,3
1092,21,446,2188,3.941704036,21.23809524,500,53,67,86,22,20,14,34,6,19,0,6,2,0,0,1,0.433486849,4,3
1093,17,342,1674,3.944444444,20.11764706,403,43,47,69,15,20,20,44,2,12,3,8,1,0,0,1,0.301161408,4,4
1094,34,603,2993,4.021558872,17.73529412,748,91,89,108,28,23,19,71,7,29,0,17,4,0,0,1,0.342045665,4,4
1095,34,685,3153,3.635036496,20.14705882,731,59,97,76,20,23,31,110,3,30,0,32,3,0,0,2,0.323151678,4,4
1096,24,548,2810,4.182481752,22.83333333,684,74,75,106,22,24,20,63,9,24,0,30,0,0,0,0,0.358456284,4,4
1097,21,513,2453,3.832358674,24.42857143,569,47,71,89,17,19,32,61,9,17,0,15,4,0,0,2,0.317341864,3,4
1098,26,563,2768,3.946714032,21.65384615,659,53,64,113,26,19,31,64,6,25,0,8,0,0,0,1,0.335506678,3,4
1099,11,238,1173,3.949579832,21.63636364,282,24,38,40,12,12,9,34,7,9,0,6,1,0,3,2,0.342488438,3,3
1100,24,608,3010,4.019736842,25.33333333,696,51,77,112,41,16,17,68,8,19,0,9,5,0,1,1,0.434109181,4,4
1101,28,583,2962,4.15780446,20.82142857,710,49,88,86,37,23,27,82,18,24,0,25,3,0,0,1,0.355477273,4,4
1102,21,538,2881,4.405204461,25.61904762,715,93,62,109,45,15,20,41,10,20,0,21,0,0,0,1,0.430477798,4,4
