,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Grammar_Error_Count,,Punctuation_Errors,,Grammar_Error_List,Number_of_Connectors,Connectivity_Index
170,5,334,1624,3.901197605,37,58,22,13,16,39,5,0,1,0,0,0,3,,6,,"['ITS_TO_IT_S', 'CAUSE_BECAUSE', 'A_INFINITIVE']",38,31.78748721
171,6,269,1346,4.059479554,41,42,9,14,21,33,6,0,0,0,0,0,0,,6,,[],35,38.94345193
172,12,292,1399,3.917808219,42,63,10,14,17,30,12,0,20,0,0,0,1,,2,,['EVERY_EACH_SINGULAR'],44,24.82637929
173,25,378,1849,3.970899471,67,84,16,17,18,39,23,1,3,0,0,3,4,,0,,"['PRP_VBG', 'USE_TO_VERB', 'USE_TO_VERB', 'YOU_TUBE']",51,23.17733824
174,21,379,1874,4.07651715,38,66,24,16,16,30,21,0,11,0,0,0,2,,4,,"['IT_VBZ', 'THE_SENT_END']",48,23.85704839
175,20,431,2131,4.062645012,62,80,28,13,31,48,20,0,17,0,0,6,2,,0,,"['ITS_TO_IT_S', 'OVER_COMPOUNDS']",48,19.22763741
176,23,365,1612,3.526027397,48,68,19,17,17,37,23,0,11,0,0,1,2,,0,,"['PERS_PRONOUN_AGREEMENT', 'THANK_FULL']",47,23.57077926
177,20,325,1609,4.141538462,34,73,12,5,13,30,19,0,11,1,0,0,1,,1,,['HE_VERB_AGR'],40,22.52713181
178,23,318,1623,4.242138365,39,71,26,11,8,26,23,0,12,0,0,0,0,,1,,[],33,14.07697609
179,30,515,2327,3.667961165,68,83,35,23,22,55,29,0,19,1,0,1,2,,4,,"['MANY_NN', 'A_NNS']",59,22.69543125
180,30,526,2689,4.281368821,64,122,26,15,28,46,29,0,31,1,0,0,2,,0,,"['SINGULAR_VERB_AFTER_THESE_OR_THOSE', 'HE_VERB_AGR']",56,21.74931846
181,17,322,1575,3.98447205,54,69,17,17,7,36,17,0,7,0,0,0,3,,0,,"['MD_BASEFORM', 'TO_NON_BASE', 'NON3PRS_VERB']",38,28.65009839
182,26,462,2265,4.071428571,54,87,36,14,23,32,25,0,24,1,0,2,0,,0,,[],38,17.32395153
183,16,420,1937,3.692857143,73,55,14,13,19,78,16,0,2,0,0,1,3,,7,,"['NEWS_COMPOUNDS', 'HE_VERB_AGR', 'HE_VERB_AGR']",54,27.89165881
184,28,509,2438,3.876227898,92,87,21,13,14,88,28,0,8,0,0,0,1,,3,,['PEOPLE_VBZ'],60,16.01747178
185,22,369,1848,4.10298103,54,76,28,13,12,39,22,0,8,0,0,0,2,,1,,"['CYBER_COMPOUNDS', 'A_NNS']",37,14.58556793
186,3,116,582,4.068965517,20,29,8,9,4,12,2,0,1,1,0,1,0,,5,,[],20,19.83087759
187,23,444,2193,4.015765766,67,92,31,19,24,53,22,0,1,1,0,0,1,,4,,['STARS_AND_STEPS'],72,23.42303759
188,20,151,759,4.198675497,26,34,5,3,5,8,16,1,2,3,0,0,1,,0,,['AGREEMENT_SENT_START'],14,5.479964588
189,23,378,1863,4.092592593,62,66,25,13,17,48,21,0,22,2,0,0,2,,1,,"['HE_VERB_AGR', 'DOSNT']",39,21.79294245
190,16,273,1391,4.205128205,44,45,13,17,24,44,16,0,7,0,0,0,0,,4,,[],35,10.40426395
191,39,562,2780,4.080071174,72,128,33,13,24,51,33,1,23,5,1,5,3,,0,,"['RELATIVE_CLAUSE_AGREEMENT', 'WANT_TO_NN', 'A_NNS']",56,15.72994504
192,29,440,2199,4.093181818,50,99,22,11,31,41,28,0,6,1,0,0,0,,2,,[],55,36.63976009
193,34,604,2936,4.003311258,75,126,41,24,24,62,29,0,29,5,0,1,1,,0,,['OVER_COMPOUNDS'],73,17.37118448
194,9,147,691,3.884353741,17,25,9,4,11,13,8,0,6,1,0,0,1,,0,,['DIDENT'],20,5.729804646
195,28,421,1919,3.653206651,54,93,24,14,14,38,27,1,5,0,0,0,4,,1,,"['THE_ARE', 'ON_COMPOUNDS', 'KIND_OF_A', 'COMP_THAN']",49,33.53500596
196,25,593,2696,3.676222597,79,96,27,19,19,78,25,0,16,0,0,2,1,,1,,['A_UNCOUNTABLE'],67,34.94514399
197,23,485,2459,4.210309278,59,93,32,13,23,40,22,1,19,0,0,1,1,,1,,['HE_VERB_AGR'],43,30.31277832
198,39,873,4216,3.98510882,106,160,41,36,45,81,35,1,45,3,0,1,3,,2,,"['THE_THEY', 'MOST_COMPARATIVE', 'THIS_IS_HAVE']",99,42.06526959
199,27,415,2040,4.053012048,60,79,22,10,30,40,27,0,3,0,0,0,1,,3,,['ORDER_OF_WORDS_WITH_NOT'],53,13.64404685
200,27,449,2256,4.146993318,56,81,36,23,30,47,26,0,7,0,0,1,2,,0,,"['OTHER_WISE_COMPOUND', 'ITS_TO_IT_S']",74,27.64496246
201,28,413,2095,4.16464891,51,72,30,20,25,62,27,1,8,0,0,1,2,,4,,"['THERE_RE_MANY', 'CYBER_COMPOUNDS']",61,12.08059366
202,27,537,2559,3.841713222,94,75,18,33,39,85,26,0,3,0,0,5,2,,10,,"['WHITE_HOUSE', 'WHITE_HOUSE']",79,25.67156723
203,33,433,2078,3.951501155,63,81,14,11,20,48,24,2,12,7,0,0,0,,0,,[],40,11.99617115
204,47,685,3208,3.871532847,82,108,42,17,48,77,34,0,30,13,0,4,5,,2,,"['IS_VBZ', 'THE_PUNCT', 'ALL_MOST_SOME_OF_NOUN', 'MOST_COMPARATIVE', 'HAVE_PART_AGREEMENT']",59,21.28120325
205,25,423,2117,4.14893617,56,82,30,10,20,48,24,0,24,1,0,1,3,,0,,"['A_NNS', 'HE_VERB_AGR', 'MICROSOFT_PRODUCTS']",46,24.32509342
206,25,319,1583,4.087774295,50,66,14,12,12,31,23,0,5,2,0,0,0,,3,,[],38,11.5659751
207,10,168,911,4.535714286,23,45,12,4,5,11,9,0,8,1,0,0,0,,0,,[],13,9.836603074
208,8,177,859,3.926553672,26,37,13,6,7,17,8,0,2,0,0,0,1,,1,,['THE_BEST_WAY'],23,8.171584875
209,26,422,2188,4.293838863,56,104,33,16,23,39,22,3,15,1,0,0,1,,1,,['BEEN_PART_AGREEMENT'],58,23.97325694
210,12,205,964,3.780487805,23,31,13,11,14,30,11,1,1,0,0,0,1,,3,,['OVER_COMPOUNDS'],35,16.18700269
211,20,300,1361,3.643333333,37,69,12,18,12,39,20,0,5,0,0,0,0,,1,,[],44,15.79826436
212,20,349,1533,3.492836676,57,57,12,16,17,43,20,0,8,0,0,2,1,,1,,['DOOR_COMPOUNDS'],55,22.89833128
213,14,350,1781,4.217142857,34,79,23,18,14,27,13,0,9,1,0,2,1,,0,,['A_INFINITIVE'],42,25.13489666
214,28,637,3376,4.43956044,78,138,41,19,33,34,27,0,15,1,0,0,2,,0,,"['A_NNS', 'MASS_AGREEMENT']",73,43.3487405
215,20,433,2109,3.949191686,69,84,16,9,24,70,20,0,8,0,0,2,5,,4,,"['PRP_VB', 'PRP_FOND', 'HAVE_TWITTER', 'BEEN_PART_AGREEMENT', 'DT_PRP']",62,42.58680351
216,39,639,2877,3.683881064,98,85,21,20,32,91,34,1,45,4,1,4,0,,2,,[],67,22.71777857
217,26,383,1776,3.751958225,45,76,16,23,18,36,24,0,3,2,0,2,4,,4,,"['MD_BASEFORM', 'ALLOW_TO', 'MD_BE_NON_VBP', 'I_NOT_JJ']",59,26.97163338
218,23,445,2142,3.946067416,60,77,23,16,43,51,18,3,10,2,0,0,1,,2,,['IF_THERE'],47,21.17134275
219,37,527,2551,4.024667932,69,96,32,10,20,41,34,3,17,0,0,1,6,,4,,"['NON3PRS_VERB', 'HAVE_PART_AGREEMENT', 'DIDENT', 'WASENT', 'ITS_TO_IT_S', 'POSSESSIVE_CASE']",46,12.07755501
220,19,233,1160,4.098712446,37,42,14,9,22,27,17,1,6,0,0,0,2,,0,,"['HE_VERB_AGR', 'LIFE_CHANGING_HYPHEN']",32,7.779438269
221,27,540,2628,4.07037037,53,106,22,16,22,29,27,0,23,0,0,3,3,,1,,"['CROSS_COMPOUNDS', 'IF_VB', 'BEEN_PART_AGREEMENT']",64,28.73505183
222,14,485,2285,3.835051546,68,105,29,24,14,62,11,3,21,0,0,1,3,,1,,"['HE_VERB_AGR', 'A_NNS', 'A_NNS']",65,70.5755196
223,20,384,1892,4.049479167,55,78,17,10,26,35,20,0,4,0,0,2,1,,7,,['DOSNT'],49,11.40907956
224,43,620,2899,3.824193548,88,99,31,18,40,94,40,3,19,0,0,2,3,,0,,"['A_NNS', 'ARTICLE_ADJECTIVE_OF', 'ARTICLE_ADJECTIVE_OF']",65,21.44631009
225,19,285,1414,4.09122807,45,55,16,7,9,37,17,0,9,2,0,0,3,,3,,"['PRONOUN_NOUN', 'A_NNS', 'BEEN_PART_AGREEMENT']",26,11.73594073
226,27,415,2049,4.06746988,63,82,23,10,18,38,27,0,9,0,0,2,0,,1,,[],49,15.29760316
227,11,355,1683,3.901408451,43,58,21,0,15,32,10,0,24,0,0,1,0,,1,,[],32,25.45992538
228,24,315,1450,3.733333333,49,53,17,7,19,35,19,4,4,1,0,0,3,,2,,"['SIGN_INTO', 'CYBER_COMPOUNDS', 'ARN_T']",31,9.486364382
229,31,516,2450,3.872093023,68,87,27,16,30,51,26,0,15,5,0,0,1,,0,,['WANT_TO_NN'],52,25.17714641
230,23,314,1546,4.054140127,41,65,19,13,25,31,23,0,6,0,0,1,5,,4,,"['ARN_T', 'ARN_T', 'EACH_EVERY_NNS', 'ARN_T', 'ARN_T']",34,11.61804727
231,36,648,3110,3.992283951,75,108,43,21,37,61,33,0,42,4,3,1,1,,0,,['ITS_TO_IT_S'],82,19.72591562
232,9,210,1152,4.571428571,26,59,20,12,5,19,9,0,6,0,0,7,0,,0,,[],24,15.53230712
233,32,462,2232,3.952380952,61,86,33,15,15,45,31,1,12,0,0,0,1,,1,,['PRP_JJ'],59,13.79261661
234,19,328,1577,3.902439024,43,58,20,8,18,54,19,0,10,0,0,3,2,,3,,"['NODT_DOZEN', 'IT_VBZ']",38,12.45174463
235,10,218,990,3.623853211,36,37,8,14,8,28,10,0,4,0,0,6,2,,1,,"['WEB_COMPOUNDS', 'GOOGLE_PRODUCTS']",31,10.48456946
236,17,353,1772,4.127478754,55,63,14,9,18,46,17,0,7,0,0,1,2,,0,,"['A_NNS', 'HAVE_PART_AGREEMENT']",48,22.19818601
237,13,344,1715,4.055232558,51,69,27,13,34,35,13,0,3,0,0,0,1,,2,,['IF_THERE'],51,38.45949461
238,21,478,2450,4.211297071,66,92,31,11,50,52,21,0,9,0,0,1,1,,0,,['PRP_VBG'],46,25.06291984
239,19,302,1434,3.910596026,41,68,9,7,10,47,19,0,15,0,0,0,3,,2,,"['THIS_MISSING_VERB', 'ITS_TO_IT_S', 'PRP_JJ']",36,10.39416069
240,12,280,1387,4.078571429,36,46,15,22,13,25,12,0,6,0,0,0,4,,1,,"['THE_SOME', 'MD_BASEFORM', 'PRP_THE', 'MD_BASEFORM']",41,11.97467539
241,31,509,2383,3.848722986,67,93,22,15,9,50,24,4,23,2,0,0,0,,1,,[],48,17.8071676
242,34,688,3137,3.64244186,111,120,30,19,22,92,33,0,18,1,0,0,2,,6,,"['PRP_MD_NN', 'ORDER_OF_WORDS_WITH_NOT']",89,44.40669324
243,15,372,1763,3.774193548,56,69,30,12,13,51,14,0,5,0,0,1,0,,3,,[],58,28.96246053
244,7,175,870,4.022857143,34,31,5,9,6,23,7,0,0,0,0,0,1,,1,,['ARE_WE_HAVE'],31,12.09477933
245,44,733,3602,4.038199181,104,138,41,24,43,78,37,3,25,4,0,3,3,,1,,"['WANT_TO_NN', 'TO_NON_BASE', 'HE_VERB_AGR']",91,24.31916734
246,28,486,2240,3.779835391,62,86,25,25,24,57,19,8,33,1,0,0,1,,2,,['CD_NN'],64,20.5632471
247,40,542,2514,3.747232472,82,90,42,25,28,77,38,2,9,0,0,0,2,,7,,"['PRONOUN_NOUN', 'NON3PRS_VERB']",75,24.56376054
248,23,410,1960,3.968292683,42,77,35,4,16,33,23,0,19,0,0,1,1,,0,,['MD_BASEFORM'],26,20.13173227
249,24,365,1759,3.975342466,39,64,27,15,24,32,19,0,17,5,0,1,2,,1,,"['DT_PRP', 'MD_BASEFORM']",38,22.28354999
250,27,624,2967,3.865384615,98,106,34,21,46,71,27,0,25,0,0,0,4,,3,,"['ITS_TO_IT_S', 'RELATIVE_CLAUSE_AGREEMENT', 'TO_NON_BASE', 'NNS_THAT_VBZ']",91,30.83202527
251,26,449,2229,4.057906459,64,94,21,18,30,58,24,0,5,2,0,0,1,,1,,['MASS_AGREEMENT'],58,23.00143086
252,14,259,1203,3.795366795,48,42,15,8,14,38,12,0,2,2,2,1,0,,9,,[],27,17.85222086
253,31,655,2993,3.694656489,91,120,25,15,33,93,31,0,16,0,0,2,3,,3,,"['PRP_PAST_PART', 'DOSNT', 'IF_VB']",81,30.47182728
254,23,366,1718,3.800546448,57,69,17,16,23,54,23,0,13,0,0,1,2,,3,,"['HAVE_TWITTER', 'ITS_TO_IT_S']",43,16.93450817
255,15,329,1550,3.860182371,39,57,23,14,13,38,15,0,11,0,0,1,3,,3,,"['HE_VERB_AGR', 'FEWER_LESS', 'THE_SENT_END']",31,14.85844289
256,20,470,2268,3.919148936,66,86,29,16,11,47,20,0,4,0,0,2,4,,2,,"['PEOPLE_VBZ', 'MD_BASEFORM', 'DOSNT', 'NEWS_COMPOUNDS']",58,36.10369331
257,26,579,2945,4.183074266,65,104,44,16,39,68,26,0,20,0,0,0,4,,3,,"['THE_THEY', 'PRP_REPITION', 'HE_VERB_AGR', 'DT_PRP']",66,30.56564283
258,27,502,2385,3.916334661,68,84,29,13,25,53,25,1,29,1,0,1,1,,0,,['MANY_NN'],52,27.12541138
259,30,348,1677,3.931034483,58,59,19,6,22,40,29,2,1,0,0,0,2,,1,,"['PRP_PAST_PART', 'COMP_THAN']",34,16.22308141
260,30,505,2455,3.984158416,72,93,36,19,17,54,25,0,27,5,0,1,0,,3,,[],55,20.90025103
261,12,314,1479,3.780254777,47,43,15,10,15,42,11,0,3,1,0,0,3,,4,,"['HE_VERB_AGR', 'SUPPOSE_TO', 'A_NNS']",44,31.36701004
262,30,586,2993,4.215017065,65,145,34,28,23,32,29,0,16,1,1,2,2,,0,,"['NODT_DOZEN', 'OVER_COMPOUNDS']",68,25.68656605
263,18,416,2100,4.163461538,56,76,25,16,15,50,16,1,6,1,0,0,1,,1,,['BEEN_PART_AGREEMENT'],41,22.39462005
264,36,486,2233,3.775720165,55,78,26,10,21,50,31,1,20,4,0,0,1,,0,,['IF_VB_PCT'],44,20.12131125
265,25,491,2387,4.065173116,56,81,26,15,20,43,18,3,43,4,0,0,0,,0,,[],53,13.34508874
266,23,526,2695,4.269961977,72,99,29,22,27,42,17,5,24,1,0,1,1,,0,,['PERS_PRONOUN_AGREEMENT'],62,22.8244286
267,17,296,1495,4.165540541,48,55,12,9,11,41,14,1,7,2,0,0,2,,3,,"['A_UNCOUNTABLE', 'PRP_REPITION']",34,10.7911435
268,21,455,2166,3.883516484,65,87,19,20,24,43,15,5,18,1,0,2,4,,2,,"['TWITTER', 'AGREEMENT_SENT_START', 'BALL_COMPOUNDS', 'HE_VERB_AGR']",71,35.47115951
269,26,432,2019,3.773148148,71,76,35,11,19,56,26,0,12,0,0,0,0,,6,,[],46,10.00271477
270,20,362,1684,3.76519337,59,50,9,18,21,56,20,0,13,0,0,2,1,,6,,['GOOGLE_PRODUCTS'],54,32.1084294
271,39,630,2894,3.785714286,92,111,35,23,28,86,24,9,42,6,0,1,2,,1,,"['STAIRS_COMPOUNDS', 'DT_PRP']",63,24.37793631
272,11,330,1628,4.042424242,36,60,23,15,17,27,11,0,1,0,0,1,5,,2,,"['PLURAL_VERB_AFTER_THIS', 'PHRASE_REPETITION', 'NODT_DOZEN', 'PLURAL_VERB_AFTER_THIS', 'THERE_S_MANY']",38,25.87237811
273,27,454,2168,3.931718062,63,78,19,14,26,56,21,4,13,2,0,0,1,,4,,['THE_SENT_END'],47,23.45495195
274,27,447,2331,4.340044743,49,100,35,20,31,36,26,0,21,1,0,0,1,,0,,['FEWER_LESS'],51,18.28254926
275,17,289,1439,4.065743945,40,60,14,12,18,31,17,0,3,0,0,0,2,,2,,"['BEEN_PART_AGREEMENT', 'HE_VERB_AGR']",32,8.861605169
276,23,477,2299,3.945492662,67,88,30,25,24,51,21,2,22,1,0,0,3,,3,,"['MATE_COMPOUNDS', 'A_NNS', 'PRP_MD_NN']",60,21.11750735
277,22,336,1745,4.300595238,50,68,23,12,17,44,21,1,12,0,0,0,2,,3,,"['AGREEMENT_SENT_START', 'HAVE_PART_AGREEMENT']",43,22.19105767
278,34,492,2531,4.262195122,62,117,26,14,17,39,30,1,16,3,0,0,2,,1,,"['NOUN_VERB_CONFUSION', 'PRP_VBG']",53,24.01446512
279,34,468,2226,3.908119658,59,92,27,17,33,47,31,3,9,0,0,0,2,,3,,"['ITS_TO_IT_S', 'HE_VERB_AGR']",52,21.43976129
280,16,261,1242,3.923371648,27,48,14,10,11,27,14,1,6,1,0,0,2,,2,,"['MOST_COMPARATIVE', 'BECAUSE_OF_I']",25,13.00440191
281,20,360,1822,4.194444444,43,75,14,17,11,42,15,4,11,1,0,0,2,,3,,"['A_NNS', 'TWITTER']",40,20.13434514
282,11,240,1112,3.708333333,43,43,9,6,11,34,11,0,3,0,0,0,2,,1,,"['PRP_JJ', 'AGREEMENT_SENT_START_2']",35,18.18592233
283,15,332,1608,3.924698795,53,68,19,9,13,44,15,0,8,0,0,1,0,,2,,[],42,25.48383438
284,29,626,2934,3.813099042,83,111,27,20,44,77,27,2,25,0,0,1,3,,1,,"['ALLOW_TO', 'THE_SENT_END', 'PRP_THE']",74,37.53227105
285,4,75,343,3.746666667,10,15,3,0,1,7,3,0,2,1,1,1,0,,1,,[],2,1.573959217
286,32,657,3173,4,90,102,30,20,30,77,28,3,19,1,0,1,4,,0,,"['AN_VB_PRP', 'ASK_NO_PREPOSITION', 'OTHER_WISE_COMPOUND', 'A_NNS']",73,24.81275776
287,26,382,1865,3.986910995,47,80,22,9,26,48,26,0,8,0,0,0,0,,2,,[],42,14.91599362
288,21,456,2239,4.039473684,56,91,29,20,24,34,18,1,21,2,0,2,0,,2,,[],47,28.45615326
289,29,611,3120,4.22913257,80,98,49,16,46,66,28,0,28,1,0,2,1,,0,,['TO_NON_BASE'],84,33.83889684
290,32,513,2574,4.167641326,58,113,34,11,19,35,26,3,29,3,0,1,3,,0,,"['HE_VERB_AGR', 'WHAT_VBZ', 'HE_VERB_AGR']",45,16.55602787
291,36,597,2972,4.105527638,86,129,23,25,28,43,35,1,19,0,1,3,1,,4,,['GOOGLE_PRODUCTS'],74,14.29419616
292,17,274,1286,3.868613139,33,47,18,10,8,39,17,0,4,0,0,1,2,,2,,"['HAND_COMPOUNDS', 'INCORRECT_POSSESSIVE_FORM_AFTER_A_NUMBER']",34,15.61647219
293,26,519,2460,3.8477842,63,97,20,20,20,66,26,0,5,0,0,4,4,,1,,"['AND_BUT', 'MOST_COMPARATIVE', 'A_INFINITIVE', 'MD_BE_NON_VBP']",61,17.60160018
294,25,392,2006,4.214285714,57,77,24,21,15,50,25,0,20,0,0,2,1,,0,,['THAT_VERY_COOL'],53,14.07447659
295,23,556,2630,3.836330935,81,97,25,34,16,89,23,0,6,0,0,0,2,,8,,"['A_INFINITIVE', 'IF_VB']",88,45.57712367
296,29,530,2681,4.169811321,67,107,33,9,23,59,29,0,25,0,0,3,5,,4,,"['A_NNS', 'PLURAL_VERB_AFTER_THIS', 'THE_PUNCT', 'CALL_OF_DUTY', 'NON3PRS_VERB']",55,30.71277294
297,26,415,2065,4.069879518,53,86,28,16,18,46,26,0,8,0,0,0,1,,5,,['ITS_TO_IT_S'],63,16.43694182
298,21,376,1771,3.835106383,52,67,31,8,15,38,20,0,12,1,0,0,1,,0,,['THE_SOME'],49,22.44080526
299,38,602,2752,3.76910299,84,101,22,11,31,66,34,0,26,4,0,2,5,,2,,"['SO_CALLED_HYPHEN', 'HE_VERB_AGR', 'MD_BASEFORM', 'ARN_T', 'ADVERB_VERB_ADVERB_REPETITION']",41,15.70347348
300,29,440,2023,3.797727273,51,71,24,17,15,41,28,0,20,1,0,2,2,,1,,"['PRP_PAST_PART', 'DT_PRP']",48,14.50779339
301,45,661,3413,4.298033283,83,134,42,21,18,64,42,1,27,2,0,8,7,,1,,"['NODT_DOZEN', 'TWITTER', 'MICROSOFT_PRODUCTS', 'MICROSOFT_PRODUCTS', 'MICROSOFT_PRODUCTS', 'WAY_COMPOUNDS', 'WAY_COMPOUNDS']",75,22.0684308
302,28,522,2442,3.848659004,68,99,34,22,23,54,24,4,27,0,0,0,1,,0,,['EVER_DAY'],53,18.90798014
303,26,608,2912,3.935855263,68,102,36,22,24,59,23,0,3,3,0,6,0,,4,,[],61,28.28039361
304,26,575,2590,3.685217391,61,91,19,23,29,79,25,0,31,1,0,1,0,,4,,[],80,39.27013638
305,31,505,2459,3.98019802,79,87,21,18,14,84,28,0,17,3,0,0,0,,3,,[],65,10.93564496
306,26,393,1893,3.992366412,59,70,14,14,27,35,21,2,10,3,0,0,0,,0,,[],51,16.32852672
307,2,134,622,3.701492537,26,17,4,5,7,19,2,0,3,0,0,2,2,,3,,"['PERS_PRONOUN_AGREEMENT', 'DOUBLE_NEGATIVE']",20,25.08489822
308,17,436,2176,4.080275229,59,77,25,14,24,52,12,3,3,3,0,3,2,,5,,"['ANYMORE_ADVERB', 'KIND_OF_A']",59,41.58234172
309,17,423,2219,4.38534279,43,79,25,18,24,19,17,0,10,0,0,3,1,,1,,['WANT_TO_NN'],49,21.76112177
310,27,405,1880,3.77037037,49,75,14,11,20,57,27,0,16,0,0,0,0,,4,,[],44,14.7176026
311,20,269,1221,3.676579926,33,45,17,4,8,46,19,0,5,1,0,1,0,,2,,[],29,8.718136026
312,21,401,2013,4.12967581,53,91,23,7,20,38,14,5,7,2,0,3,5,,4,,"['TWITTER', 'YOU_TUBE', 'ITS_TO_IT_S', 'THE_BEST_WAY', 'IN_A_TROUBLE']",57,20.07020869
313,22,474,2455,4.299578059,53,108,39,19,28,35,22,0,26,0,0,1,1,,2,,['PEOPLE_VBZ'],66,50.51104059
314,29,627,3148,4.169059011,84,135,35,21,24,41,29,0,44,0,0,1,1,,0,,['HE_VERB_AGR'],82,35.34785752
315,33,553,2894,4.339963834,83,126,28,17,28,49,33,0,16,0,3,1,1,,2,,['AGREEMENT_SENT_START'],61,20.86655991
316,21,433,2185,4.131639723,71,89,23,15,23,39,19,0,6,1,0,2,6,,4,,"['ITS_TO_IT_S', 'SOME_NN_VBP', 'DOESENT', 'ALL_MOST_SOME_OF_NOUN', 'ADVISE_VBG', 'HE_VERB_AGR']",58,21.47624646
317,29,449,2171,4.017817372,62,75,16,8,29,44,26,1,26,2,1,0,0,,0,,[],40,18.90940907
318,12,351,1724,3.994301994,52,79,21,14,18,35,12,0,11,0,0,0,0,,3,,[],51,26.55404576
319,29,624,3006,3.966346154,77,120,47,18,20,60,26,3,21,0,0,5,6,,1,,"['HOUSE_COMPOUNDS', 'AND_END', 'ACHE_COMPOUNDS', 'THE_THEY', 'ITS_TO_IT_S', 'MAN_COMPOUNDS']",55,27.51511256
320,16,362,1759,3.986187845,63,66,15,11,15,39,12,3,9,1,0,0,1,,1,,['NEWS_COMPOUNDS'],37,19.43848544
321,27,455,2198,3.925274725,77,74,29,13,19,64,23,3,3,1,0,0,4,,1,,"['PRP_JJ', 'THE_SENT_END', 'ITS_TO_IT_S', 'THE_SENT_END']",57,26.44968514
322,20,369,1842,4.10298103,64,77,13,12,16,39,20,0,14,0,0,0,0,,1,,[],36,16.85308448
323,18,449,2099,3.801781737,55,72,35,14,32,49,15,0,31,3,0,1,1,,0,,['A_NNS'],56,22.30819136
324,41,759,3934,4.325428195,91,155,45,27,40,51,41,0,36,0,0,1,4,,0,,"['HE_VERB_AGR', 'HE_VERB_AGR', 'MD_BASEFORM', 'PROBLEM_SOLVE_HYPHEN']",86,49.81185029
325,26,439,2009,3.667425968,67,72,23,15,31,54,26,0,5,0,0,0,0,,6,,[],58,25.27951951
326,30,376,1831,3.960106383,63,77,20,8,20,52,30,0,1,0,0,0,4,,0,,"['IT_VBZ', 'A_INFINITIVE', 'THIS_NNS', 'PRONOUN_NOUN']",47,12.11716322
327,18,378,1754,3.724867725,56,67,17,11,23,57,18,0,5,0,0,1,0,,4,,[],63,33.97928872
328,36,759,3754,4.108036891,100,136,31,24,17,65,33,0,23,3,0,0,4,,4,,"['MUCH_COUNTABLE', 'A_NNS', 'THIS_NNS', 'HAVE_PART_AGREEMENT']",74,34.64186227
329,35,551,2600,3.871143376,76,86,33,21,29,69,29,5,33,1,0,0,2,,1,,"['THE_MOST', 'THE_PUNCT']",75,29.93166893
330,20,337,1589,3.878338279,45,71,8,8,12,27,20,0,4,0,0,2,1,,2,,['MD_BASEFORM'],25,9.193041602
331,30,470,2158,3.806382979,62,83,19,19,14,63,25,2,19,3,0,3,0,,2,,[],40,14.49960976
332,45,777,3725,3.886743887,102,145,37,21,36,95,45,0,3,0,0,3,6,,11,,"['ON_COMPOUNDS', 'MUCH_COUNTABLE', 'GOOGLE_PRODUCTS', 'DID_FOUND_AMBIGUOUS', 'STAIRS_COMPOUNDS', 'HAND_COMPOUNDS']",84,51.88082545
333,16,388,1850,3.881443299,52,49,20,20,16,46,16,0,11,0,1,1,1,,6,,['CAUSE_BECAUSE'],59,22.0781033
334,36,615,3023,4.066666667,81,116,36,22,31,69,33,2,20,1,0,0,1,,1,,['PLURAL_VERB_AFTER_THIS'],68,21.56136271
335,24,332,1737,4.388554217,41,71,30,14,21,24,23,0,17,1,0,0,1,,0,,['TWITTER'],44,9.325808319
336,9,235,1117,3.842553191,31,40,5,11,12,25,9,0,2,0,0,0,2,,2,,"['WHO_VERB', 'A_NNS']",25,17.64317284
337,24,607,2970,4.026359143,96,105,35,24,29,58,22,0,19,2,0,1,2,,2,,"['FEWER_LESS', 'DID_BASEFORM']",74,38.43715391
338,29,405,2071,4.256790123,54,82,32,14,25,37,27,1,17,1,0,0,2,,1,,"['ADMIT_ENJOY_VB', 'MICROSOFT_PRODUCTS']",44,10.90094229
339,15,305,1503,4.02295082,43,70,15,13,10,34,14,0,10,1,0,0,0,,0,,[],41,23.3063518
340,27,519,2593,4.123314066,71,122,26,15,26,35,26,0,20,1,0,1,0,,5,,[],64,35.25761218
341,27,414,2036,4.050724638,55,87,32,13,15,34,25,2,11,1,0,0,0,,1,,[],47,18.04994167
342,18,485,2302,3.87628866,73,96,18,25,30,48,17,0,19,0,0,3,1,,3,,['ON_SKYPE'],65,33.18255315
343,32,813,3840,3.894218942,97,132,64,40,38,84,27,0,45,5,0,1,1,,2,,['HE_VERB_AGR'],84,34.58171788
344,12,277,1308,3.797833935,42,42,24,9,12,43,12,0,2,0,0,0,4,,4,,"['THE_MOST', 'PRP_VBG', 'PRP_JJ', 'PRP_VB']",37,24.16046913
345,15,355,1671,3.805633803,44,73,16,14,12,38,14,0,4,1,0,0,7,,3,,"['ON_COMPOUNDS', 'THERE_VBP_NN', 'PAYED', 'A_NNS', 'ON_COMPOUNDS', 'ON_COMPOUNDS', 'ON_COMPOUNDS']",48,39.35275273
346,15,292,1383,3.828767123,39,51,16,20,16,43,15,0,3,0,0,2,3,,5,,"['BELIVE_BELIEVE', 'HE_VERB_AGR', 'PLURAL_VERB_AFTER_THIS']",36,12.59747005
